country,ccode,year,month,dates,elecViolence1,l.elecViolence1,elecViolence2,l.elecViolence2,tae1,nvio1,tae2,nvio2,pcgdp,growth,logIMR,logpredict,SPI,lnpop2,political_violence,gov_democracy,gov_interim,logtenure,dem_duration,regav_dem,regav_pcgdp,regav_IMR,regav_growth,gdpdiff,del_reggdp,del_regten,del_regdem,growthdiff,del_reggrow
Costa Rica,94,1986,2,2/2/1986,peace,0,peace,0,3,0,3,0,1605.219971,1.089939952,2.850706339,0.000566164,-0.997252177,62.81190109,-0.361005604,1,0,3.850147486,3.617651939,1.563466202,3158.49292,3.538498687,1.026498289,0.508223414,-0.041483935,0.050993145,0.075555764,1.061803937,0.020408306
Costa Rica,94,1986,2,2/2/1986,peace,0,peace,0,3,0,3,0,1605.219971,1.089939952,2.850706339,0.000566164,-0.997252177,62.81190109,-0.361005604,1,0,3.850147486,3.617651939,1.563466202,3158.49292,3.538498687,1.026498289,0.508223414,-0.041483935,0.050993145,0.075555764,1.061803937,0.020408306
Philippines,840,1986,2,2/7/1986,vio,1,vio,1,1,2,1,2,597.8389893,0.952678382,3.879499912,0.009019373,0.043260895,119.3517914,1.146997452,1,0,0.693147182,0,0.869215001,2203.564209,3.708679233,1.045784606,0.271305442,0.029898245,-0.035016812,-0.011692362,0.910969973,0.07251814
Philippines,840,1986,2,2/7/1986,vio,1,vio,1,1,2,1,2,597.8389893,0.952678382,3.879499912,0.033845503,0.043260895,119.3517914,1.146997452,0,0,5.497168064,0,0.869215001,2203.564209,3.708679233,1.045784606,0.271305442,0.029898245,-0.035016812,-0.011692362,0.910969973,0.07251814
Philippines,840,1986,2,2/7/1986,vio,1,vio,1,1,2,1,2,597.8389893,0.952678382,3.879499912,0.009019373,0.043260895,119.3517914,1.146997452,1,0,0.693147182,0,0.869215001,2203.564209,3.708679233,1.045784606,0.271305442,0.029898245,-0.035016812,-0.011692362,0.910969973,0.07251814
Philippines,840,1986,2,2/7/1986,vio,1,vio,1,1,2,1,2,597.8389893,0.952678382,3.879499912,0.033845503,0.043260895,119.3517914,1.146997452,0,0,5.497168064,0,0.869215001,2203.564209,3.708679233,1.045784606,0.271305442,0.029898245,-0.035016812,-0.011692362,0.910969973,0.07251814
Syria,652,1986,2,2/10/1986,peace,0,peace,0,2,2,2,1,2284.040039,1.162278533,3.577947855,0.000504019,-0.468993505,86.46403503,-0.269721508,0,0,5.204006672,0,0.249163401,4888.466309,3.772939683,0.994238031,0.46723038,-0.021167748,0.07822305,0.023795912,1.169014335,-0.015444808
Portugal,235,1986,2,2/16/1986,peace,0,peace,0,7,0,7,0,3774.579834,1.374967337,2.740839958,0.004826097,0.097033555,84.75609589,-0.357962787,1,0,4.762174129,2.359280348,2.394112209,10837.69824,2.478121062,1.224743257,0.348282427,0.195377156,0.03121271,0.022547403,1.122657657,0.180500939
Colombia,100,1986,3,3/9/1986,vio,0,peace,0,2,2,5,0,1542.359985,0.981020272,3.487375021,0.000860786,0.037826748,106.7046051,7.790254593,1,0,3.80666256,3.361532211,1.62130086,3240.038574,3.501452088,1.032217405,0.476031363,0.00265884,0.149499968,0.178996444,0.950400829,0.011874756
France,220,1986,3,3/16/1986,peace,0,peace,0,7,0,7,0,13947.31934,1.374967337,2.104134083,0.000424573,-0.281111929,119.8992386,-0.309277952,1,0,4.094344616,3.346975803,2.39500337,10629.95996,2.486536531,1.229555268,1.31207633,0.247904107,-0.034676865,0.123859942,1.11826396,0.184580848
Austria,305,1986,5,5/4/1986,peace,0,peace,0,5,0,5,0,12886.09961,1.374967337,2.302585125,0.000551186,0.586248167,79.78420258,-0.348834395,1,0,3.637586117,3.452629566,2.380807601,10808.49609,2.501959168,1.21881159,1.192219496,0.221338257,0.054125834,0.086326428,1.128121376,0.174848676
Bangladesh,771,1986,5,5/7/1986,vio,0,vio,0,4,0,4,0,267.9790039,1.020666361,4.739701271,0.020039903,-0.811290359,131.3271179,-0.228349626,0,0,3.951243639,0,0.885464981,2190.647949,3.740900339,1.050407123,0.122328646,-0.022507366,-0.043537665,-0.000667777,0.971686423,0.077140659
Nepal,790,1986,5,5/12/1986,vio,1,peace,0,1,1,2,0,177.5219879,1.064095497,4.748404503,0.001626371,0.138900362,95.27536774,-0.342748791,0,0,5.159055233,0,0.885464981,2190.647949,3.740900339,1.050407123,0.081036292,-0.022507366,-0.043537665,-0.000667777,1.013031483,0.077140659
Dominican Republic,42,1986,5,5/16/1986,peace,0,peace,0,3,0,3,0,1212.349976,1.185544848,3.968403339,0.001632808,0.507451312,77.41304779,-0.361005604,1,0,3.850147486,2.197224617,1.71881455,3272.144775,3.472752924,1.034990924,0.370506227,0.031733945,0.062927671,0.19465141,1.145464063,0.028900942
Dominican Republic,42,1986,5,5/16/1986,peace,0,peace,0,3,0,3,0,1212.349976,1.185544848,3.968403339,0.001632808,0.507451312,77.41304779,-0.361005604,1,0,3.850147486,2.197224617,1.71881455,3272.144775,3.472752924,1.034990924,0.370506227,0.031733945,0.062927671,0.19465141,1.145464063,0.028900942
Netherlands,210,1986,5,5/21/1986,peace,0,peace,0,4,0,4,0,13873.9502,1.374967337,2.041220188,0.000316229,0.353183946,91.85588074,-0.361005604,1,0,3.784189701,4.756459713,2.380807601,10808.49609,2.501959168,1.21881159,1.283615232,0.221338257,0.054125834,0.086326428,1.128121376,0.174848676
Colombia,100,1986,5,5/25/1986,vio,1,peace,0,1,3,6,0,1542.359985,0.981020272,3.487375021,0.003062355,0.225726271,106.7046051,7.790254593,1,0,3.850147486,3.367295742,1.71881455,3272.144775,3.472752924,1.034990924,0.471360564,0.031733945,0.062927671,0.19465141,0.947853982,0.028900942
Sierra Leone,451,1986,5,5/30/1986,peace,0,peace,0,2,2,3,1,337.5020142,0.732556581,5.071416855,0.001912206,-0.34797285,67.23901367,-0.361005604,0,0,2.079441547,0,0.056642141,751.8825073,4.558986627,1.112534639,0.448875993,0.075368561,-0.041516602,0.003530616,0.658457339,0.113091834
Ecuador,130,1986,6,6/1/1986,peace,0,peace,0,4,1,3,1,1461.920044,0.71511662,3.956996441,0.006121374,-0.021678616,83.54741669,-0.348834395,1,0,3.178053856,2.10006094,1.645835262,3240.038574,3.501452088,1.032217405,0.451204509,0.015144954,0.017188234,0.110514455,0.692796528,0.026127422
Austria,305,1986,6,6/8/1986,peace,0,peace,0,6,0,6,0,12886.09961,1.374967337,2.302585125,0.000503515,0.350672254,79.78420258,-0.348834395,1,0,0.693147182,3.455264568,2.434089303,10897.94531,2.472660462,1.229416452,1.182433844,0.215733156,0.02011239,0.054760315,1.118390203,0.185174137
Austria,305,1986,6,6/8/1986,peace,0,peace,0,6,0,6,0,12886.09961,1.374967337,2.302585125,0.000485351,0.350672254,79.78420258,-0.348834395,1,0,3.663561583,3.455264568,2.434089303,10897.94531,2.472660462,1.229416452,1.182433844,0.215733156,0.02011239,0.054760315,1.118390203,0.185174137
Spain,230,1986,6,6/22/1986,peace,0,peace,0,3,0,3,0,6461.289551,1.374967337,2.388762712,0.00257507,-0.551886485,111.5279465,-0.024481805,1,0,3.784189701,2.390290737,2.434089303,10897.94531,2.472660462,1.229416452,0.59289062,0.215733156,0.02011239,0.054760315,1.118390203,0.185174137
Mongolia,712,1986,6,6/22/1986,peace,0,peace,0,3,0,3,0,1889.601074,1.28809011,4.510859489,0.002554055,-0.137533241,57.63766861,-0.361005604,0,0,3.178053856,0,0.917682889,2246.962158,3.702439202,1.049185746,0.840958118,0.037581414,-0.020394903,0.029843276,1.227704525,0.075919285
Japan,740,1986,7,7/6/1986,peace,0,peace,0,7,0,7,0,17118.39063,1.374967337,1.648658633,0.001114764,-0.427468761,136.8865967,-0.35492,1,0,3.828641415,3.59043932,0.888644039,2198.30249,3.702835165,1.060772833,7.78709507,0.015347065,0.0062432,-0.000885635,1.296193957,0.087506369
Thailand,800,1986,7,7/27/1986,peace,0,peace,0,2,3,5,0,840.4749756,1.083399057,3.602776766,0.008593051,-0.367219993,118.4713745,-0.361005604,0,0,4.356709003,0,0.888644039,2198.30249,3.702835165,1.060772833,0.382329077,0.015347065,0.0062432,-0.000885635,1.021329999,0.087506369
Malaysia,820,1986,8,8/3/1986,peace,0,peace,0,3,0,3,0,1864.030029,0.86519593,2.862200975,0.002068592,-0.414900214,93.97504425,-0.361005604,0,0,4.143134594,0,0.925009938,2246.962158,3.702439202,1.049185746,0.829577863,0.037581414,-0.017655421,0.033806577,0.824635625,0.075919285
Mozambique,541,1986,8,8/15/1986,vio,1,vio,1,1,1,1,1,340.1453857,0.846212804,5.120983124,0.005874145,0.814033306,90.28649902,4.969575882,0,0,4.912654877,0,0.061657097,761.0845337,4.56237346,1.107727873,0.446921945,0.064646497,0.101264134,0.009851388,0.763917565,0.108904861
Bangladesh,771,1986,10,10/15/1986,vio,1,vio,1,1,1,1,1,267.9790039,1.020666361,4.739701271,0.031196088,-1.216318351,131.3271179,-0.228349626,0,0,4.043051243,0,0.947066584,2200.451416,3.697518011,1.04850549,0.121783651,0.034325372,-0.0149868,0.052563593,0.973448753,0.075239025
Haiti,41,1986,10,10/19/1986,vio,1,vio,1,1,2,1,2,304.3872681,0.845024943,4.714024544,0.007972177,0.385726827,75.62638855,-0.361005604,0,1,2.302585125,0,1.676223056,3240.038574,3.501452088,1.032217405,0.09394557,0.015144954,0.015195239,0.099856496,0.818650186,0.026127422
Tunisia,616,1986,11,11/2/1986,vio,1,vio,1,1,1,1,1,1312.22998,1.03174901,3.943521738,0.000476224,0.410698097,79.64260864,-0.361005604,0,0,5.869297028,0,0.26304218,4888.466309,3.772939683,0.994238031,0.268433869,-0.021167748,0.069892786,0.018741045,1.03772831,-0.015444808
North Korea,731,1986,11,11/2/1986,peace,0,peace,0,3,0,3,0,451.2632141,1.048436403,3.31054306,0.006255278,1.199291365,97.28038788,-0.361005604,0,0,6.13122654,0,0.935084774,2246.962158,3.702439202,1.049185746,0.200832576,0.028732777,7.63E-05,-0.001577114,0.999285758,0.077760845
United States of America,2,1986,11,11/4/1986,peace,0,peace,0,6,0,6,0,19034.76953,1.04590559,2.341805696,0.000163055,0.229584166,153.8309021,-0.351877183,1,0,4.276666164,5.291628361,1.683458041,3240.038574,3.501452088,1.032217405,5.874858856,0.015144954,0.014749209,0.097587451,1.013260961,0.026127422
Gabon,481,1986,11,11/9/1986,peace,0,peace,0,4,0,4,0,5735.360352,1.280651689,4.151040077,0.004124881,-0.152629324,45.01247406,-0.361005604,0,0,5.438079357,0,0.066347671,761.0845337,4.56237346,1.107727873,7.535773277,0.081622466,0.029302318,0.015196235,1.15610671,0.11481642
Brazil,140,1986,11,11/15/1986,peace,0,peace,0,3,0,3,0,1954.380005,1.1369946,4.077537537,0.002175462,0.225834946,140.246994,-0.361005604,1,0,3.091042519,1.041453838,1.683458041,3240.038574,3.501452088,1.032217405,0.603196502,0.015144954,0.014749209,0.097587451,1.101506948,0.026127422
Central African Republic,482,1986,11,11/21/1986,peace,1,peace,1,1,1,1,1,431.3420105,1.26780653,4.750135899,0.009429345,-1.123091914,62.37462616,-0.361005604,0,0,4.158883095,0,0.066347671,761.0845337,4.56237346,1.107727873,0.566746533,0.081622466,0.029302318,0.015196235,1.144510865,0.11481642
Austria,305,1986,11,11/23/1986,peace,0,peace,0,7,0,7,0,12886.09961,1.374967337,2.302585125,0.000546727,-0.831445946,79.78420258,-0.348834395,1,0,1.945910096,3.468336582,2.410059443,10837.69824,2.478121062,1.224743257,1.189007044,0.195377156,0.029822955,0.021317435,1.122657657,0.180500939
Trinidad and Tobago,52,1986,12,12/15/1986,peace,0,peace,0,3,0,3,0,4118.850098,0.642791927,3.367295742,0.004422738,-0.56018517,50.10303879,-0.361005604,1,0,0.693147182,3.235405207,1.729197841,3264.450195,3.498096853,1.022477919,1.261728525,0.033940069,0.032784726,0.134082422,0.628660917,0.016387938
Trinidad and Tobago,52,1986,12,12/15/1986,peace,0,peace,0,3,0,3,0,4118.850098,0.642791927,3.367295742,0.004531649,-0.56018517,50.10303879,-0.361005604,1,0,4.262680054,3.235405207,1.729197841,3264.450195,3.498096853,1.022477919,1.261728525,0.033940069,0.032784726,0.134082422,0.628660917,0.016387938
Togo,461,1986,12,12/21/1986,vio,0,peace,0,2,1,3,0,395.5270081,1.35484612,4.559126377,0.012563332,-0.781482301,65.4786911,-0.357962787,0,0,5.472270489,0,0.067755147,761.0845337,4.56237346,1.107727873,0.519688666,0.086833827,0.057030566,0.014068215,1.223085642,0.108285069
Somalia,520,1986,12,12/23/1986,peace,0,peace,0,3,0,3,0,138.0961151,1.047632098,4.711330414,0.017515147,-0.778903586,78.12511444,-0.361005604,0,0,5.337538242,0,0.067755147,761.0845337,4.56237346,1.107727873,0.181446493,0.086833827,0.057030566,0.014068215,0.945748627,0.108285069
Albania,339,1987,2,2/1/1987,peace,0,peace,0,3,0,3,0,832.2449951,0.972562432,3.70868206,0.001746573,-1.829155117,64.71605682,-0.361005604,0,0,3.178053856,0,2.415064555,13042.52441,2.441950624,1.162081445,0.063810118,0.145772666,0.02935973,0.020952346,0.836914182,-0.062661812
Ethiopia,530,1987,2,2/1/1987,peace,0,peace,0,1,0,7,0,256.6989746,1.035155892,4.848900318,0.008442912,-0.441541244,114.2219849,-0.106637493,0,0,4.804020882,0,0.070230241,798.3400269,4.548581334,1.065392358,0.321540892,0.047876,0.118321195,0.016510129,0.971619427,-0.042335514
Ireland,205,1987,2,2/17/1987,peace,0,peace,0,3,1,5,0,9416.270508,1.178446412,2.128231764,0.000615916,0.708573246,66.77153015,-0.361005604,1,0,3.951243639,4.190916538,2.415064555,13042.52441,2.441950624,1.162081445,0.721966863,0.145772666,0.02935973,0.020952346,1.014082432,-0.062661812
Algeria,615,1987,2,2/26/1987,vio,0,vio,0,6,0,6,0,2705.109863,1.002293468,3.835141897,0.000635622,0.155382427,100.9757614,-0.361005604,0,0,4.584967613,0,0.266675342,5157.099121,3.72098561,1.095009478,0.524540961,0.08479286,0.067582585,0.017511941,0.915328562,0.10077145
Gambia,420,1987,3,3/11/1987,peace,1,peace,1,1,1,1,1,623.6049805,1.28774035,4.46014452,0.016724559,-0.078427883,45.44479752,-0.361005604,0,0,5.587248802,0,0.071457785,798.3400269,4.548581334,1.065392358,0.781127036,0.047876,0.115672953,0.017657826,1.208700538,-0.042335514
Gambia,420,1987,3,3/11/1987,peace,1,peace,1,1,1,1,1,623.6049805,1.28774035,4.46014452,0.016724559,-0.078427883,45.44479752,-0.361005604,0,0,5.587248802,0,0.071457785,798.3400269,4.548581334,1.065392358,0.781127036,0.047876,0.115672953,0.017657826,1.208700538,-0.042335514
Finland,375,1987,3,3/15/1987,peace,0,peace,0,6,0,6,0,18632.08008,1.242276073,1.774952412,0.000332577,0.46344583,72.33062744,-0.361005604,1,0,4.219507694,3.765068531,2.467388677,12935.86914,2.43300461,1.16254811,1.440342307,0.169700265,0.085416391,0.072385304,1.068580389,-0.067007162
Comoros,581,1987,3,3/22/1987,vio,0,vio,0,7,0,7,0,741.276001,1.177106977,4.562262535,0.008889334,0.132842821,36.12944031,-0.361005604,0,0,4.68213129,0,0.071457785,798.3400269,4.548581334,1.065392358,0.928521633,0.047876,0.115672953,0.017657826,1.104857683,-0.042335514
Fiji,950,1987,4,4/5/1987,peace,0,peace,0,4,0,4,0,1776.900024,0.909323514,3.306886673,0.00499695,-0.760387254,43.3347168,-0.361005604,1,0,0.693147182,0,0.929868036,2553.609863,3.662659223,1.058650212,0.695838511,0.066416025,0.018288534,0.020139379,0.858946145,0.009464466
Fiji,950,1987,4,4/5/1987,peace,0,peace,0,4,0,4,0,1776.900024,0.909323514,3.306886673,0.002743497,-0.760387254,43.3347168,-0.361005604,0,0,5.298317432,0,0.929868036,2553.609863,3.662659223,1.058650212,0.695838511,0.066416025,0.018288534,0.020139379,0.858946145,0.009464466
Fiji,950,1987,4,4/5/1987,peace,0,peace,0,4,0,4,0,1776.900024,0.909323514,3.306886673,0.00499695,-0.760387254,43.3347168,-0.361005604,1,0,0.693147182,0,0.929868036,2553.609863,3.662659223,1.058650212,0.695838511,0.066416025,0.018288534,0.020139379,0.858946145,0.009464466
Fiji,950,1987,4,4/5/1987,peace,0,peace,0,4,0,4,0,1776.900024,0.909323514,3.306886673,0.002743497,-0.760387254,43.3347168,-0.361005604,0,0,5.298317432,0,0.929868036,2553.609863,3.662659223,1.058650212,0.695838511,0.066416025,0.018288534,0.020139379,0.858946145,0.009464466
Egypt,651,1987,4,4/6/1987,vio,1,vio,1,1,1,1,1,1585.219971,1.374967337,4.297285557,0.000749038,1.990459894,118.4005737,-0.324491948,0,0,4.219507694,0,0.269272155,5157.099121,3.72098561,1.095009478,0.307385981,0.08479286,0.066220917,0.016781637,1.25566709,0.10077145
Egypt,651,1987,4,4/13/1987,vio,1,vio,1,1,2,1,2,1585.219971,1.374967337,4.297285557,0.000749038,1.990459894,118.4005737,-0.324491948,0,0,4.219507694,0,0.269272155,5157.099121,3.72098561,1.095009478,0.307385981,0.08479286,0.066220917,0.016781637,1.25566709,0.10077145
Indonesia,850,1987,4,4/23/1987,peace,1,peace,0,1,1,3,0,562.9019775,0.922436297,4.238444805,0.010650613,-0.397617282,145.8097382,-0.228349626,0,0,5.54126358,0,0.929868036,2553.609863,3.662659223,1.058650212,0.220433816,0.066416025,0.018288534,0.020139379,0.871332467,0.009464466
Djibouti,522,1987,4,4/24/1987,peace,1,peace,1,3,1,1,1,1303.194214,1.015932083,4.594109058,0.017402008,-0.023714107,37.72990799,-0.361005604,0,0,4.787491798,0,0.072635986,798.3400269,4.548581334,1.065392358,1.632379889,0.037736915,0.121898718,0.019676741,0.953575552,-0.044397544
Djibouti,522,1987,4,4/24/1987,peace,1,peace,1,3,1,1,1,1303.194214,1.015932083,4.594109058,0.017402008,-0.023714107,37.72990799,-0.361005604,0,0,4.787491798,0,0.072635986,798.3400269,4.548581334,1.065392358,1.632379889,0.037736915,0.121898718,0.019676741,0.953575552,-0.044397544
South Africa,560,1987,5,5/6/1987,vio,1,peace,1,1,2,1,2,2570.27002,1.283197403,3.939638138,0.008373764,-0.719250273,109.1545639,5.410782337,0,0,4.663439274,0,0.07376885,798.3400269,4.548581334,1.065392358,3.219517946,0.05934127,0.186432838,0.017126709,1.204436421,-0.047142282
Malawi,553,1987,5,5/27/1987,peace,1,peace,1,1,1,1,1,232.7829895,0.924640954,5.007965088,0.007534874,0.166096764,81.05823517,-0.361005604,0,0,5.620400906,0,0.07376885,798.3400269,4.548581334,1.065392358,0.291583776,0.05934127,0.186432838,0.017126709,0.867887735,-0.047142282
United Kingdom,200,1987,6,6/11/1987,peace,0,peace,0,3,0,3,0,14294.99023,1.237546921,2.219203472,0.001488768,0.270378756,119.8257141,-0.036653016,1,0,4.595119953,4.336200714,2.421797043,13042.52441,2.441950624,1.162081445,1.096029401,0.125416681,0.03928829,-0.01229226,1.064939976,-0.06733501
Papua New Guinea,910,1987,6,6/13/1987,vio,0,peace,0,3,0,3,0,1186.910034,1.115422487,4.220977306,0.004015887,-0.739286921,67.15897369,-0.361005604,1,0,3.044522524,2.552046061,0.95578916,2574.602051,3.670469761,1.06192849,0.461007178,0.048745949,-0.099237658,0.03810627,1.050374389,0.012742744
Italy,325,1987,6,6/14/1987,peace,0,peace,0,2,1,4,0,14387.76074,1.255178571,2.240709543,0.000602055,-0.731767398,119.8526077,-0.357962787,1,0,1.386294365,3.749504089,2.421797043,13042.52441,2.441950624,1.162081445,1.103142381,0.125416681,0.03928829,-0.01229226,1.080112338,-0.06733501
Ethiopia,530,1987,6,6/14/1987,peace,0,peace,0,2,0,8,0,256.6989746,1.035155892,4.848900318,0.02366415,0.194170497,114.2219849,-0.106637493,0,0,4.836281776,0,0.074859914,798.3400269,4.548581334,1.065392358,0.321540892,0.047876,0.124871098,0.016823508,0.971619427,-0.042335514
Australia,900,1987,7,7/11/1987,peace,0,peace,0,6,0,6,0,12973.78027,1.155929208,2.163322926,0.001546166,-0.084543433,94.10635376,-0.357962787,1,0,3.988984108,4.46014452,0.961294438,2574.602051,3.670469761,1.06192849,5.039140224,0.070980296,-0.121571317,0.072650403,1.088518858,0.001155657
Portugal,235,1987,7,7/19/1987,peace,0,peace,0,8,0,8,0,4724.450195,1.251649261,2.67414856,0.001057854,-0.140068636,84.73175812,-0.357962787,1,0,2.890371799,2.484906673,2.497996624,13359.62012,2.421031592,1.169508029,0.353636563,0.188924327,0.02513805,0.094922826,1.070235729,-0.055235229
Central African Republic,482,1987,7,7/31/1987,peace,0,peace,0,2,1,2,1,465.1809998,1.078450441,4.749270439,0.003935247,-0.981967434,62.7202301,-0.361005604,0,0,4.276666164,0,0.075912307,798.3400269,4.548581334,1.065392358,0.582685292,0.047876,0.122061215,0.01600761,1.012256622,-0.042335514
New Zealand,920,1987,8,8/15/1987,peace,0,peace,0,5,0,5,0,11122.51953,1.336295247,2.360854149,0.000357716,-0.500029838,65.69562531,-0.361005604,1,0,3.663561583,4.389291763,0.966535539,2574.602051,3.670469761,1.06192849,4.320092678,0.048745949,-0.093711555,0.041525602,1.258366466,0.012742744
Mauritius,590,1987,8,8/30/1987,peace,0,peace,0,3,1,3,1,1827.430054,1.256725788,3.194583178,0.001476524,0.345196733,48.14705658,-0.361005604,1,0,4.158883095,3.020424843,0.076928827,798.3400269,4.548581334,1.065392358,2.289037228,0.047876,0.119447984,0.01527173,1.179589629,-0.042335514
Argentina,160,1987,9,9/6/1987,vio,0,peace,0,2,1,3,0,3790.75,1.013729453,3.299533844,0.000971511,0.372210866,107.1316071,-0.35492,1,0,3.850147486,1.592630744,1.749191935,3457.703857,3.466303393,1.03246212,1.096320033,0.020166112,0.133355036,0.080341667,0.981856287,0.000244715
Democratic Republic of Congo,490,1987,9,9/6/1987,vio,0,vio,0,2,1,2,1,1027.349976,0.916507542,4.81137085,0.006141113,0.16641649,108.2034378,-0.361005604,0,0,5.575949192,0,0.076202985,786.2888184,4.550534779,1.062097753,1.306580901,0.02923879,0.06088702,0.012895354,0.862922013,-0.04563012
Denmark,390,1987,9,9/8/1987,peace,0,peace,0,6,0,6,0,21349.94922,1.240163565,2.079441547,0.000332405,-0.562990409,72.93997192,-0.361005604,1,0,4.127134323,4.473541737,2.426756817,13042.52441,2.441950624,1.162081445,1.636949182,0.145772666,0.02845926,0.020170631,1.067191601,-0.062661812
Suriname,115,1987,9,9/30/1987,peace,0,peace,0,1,0,1,0,1097.496826,0.997651458,3.77963376,0.002000253,-0.421832906,35.53266144,-0.35492,0,0,4.532599449,0,1.749191935,3457.703857,3.466303393,1.03246212,0.317406267,0.020166112,0.133355036,0.080341667,0.966283858,0.000244715
Egypt,651,1987,10,10/5/1987,peace,1,peace,1,1,3,1,3,1585.219971,1.374967337,4.297285557,0.003746012,1.248155979,118.4005737,-0.324491948,0,0,4.304065228,0,0.276549665,5157.099121,3.72098561,1.095009478,0.307385981,0.035935361,0.034786217,-0.141432181,1.25566709,0.09078341
Switzerland,225,1987,10,10/18/1987,peace,0,peace,0,4,0,4,0,29646.51953,1.244799018,1.96009481,0.000335748,0.654353048,77.16628265,-0.361005604,1,0,2.397895336,4.942237377,2.468318797,13262.01367,2.44234153,1.160946417,2.235446215,0.144827738,0.028100712,0.019956933,1.072227836,-0.062142573
Suriname,115,1987,11,11/25/1987,peace,0,peace,0,2,0,2,0,1097.496826,0.997651458,3.77963376,0.01305944,-0.736789313,35.53266144,-0.35492,0,0,4.553876877,0,1.761198564,3457.703857,3.466303393,1.03246212,0.317406267,0.020166112,0.128001347,0.07774052,0.966283858,0.000244715
Turkey,640,1987,11,11/29/1987,vio,1,vio,1,1,4,1,2,2259.889893,1.139971018,4.171305656,0.003773491,0.677633158,117.6448975,-0.149236739,1,0,3.891820192,1.609437943,0.26412176,4977.352051,3.729832188,1.092979605,0.454034567,0.049450472,0.077166006,0.00107958,1.042993903,0.098741576
Belgium,211,1987,12,12/13/1987,peace,0,peace,0,5,0,5,0,14819.37988,1.241426468,2.219203472,0.000386072,0.809231479,84.59425354,-0.361005604,1,0,4.304065228,4.218281269,2.431643524,13042.52441,2.441950624,1.162081445,1.136235595,0.145772666,0.028100563,0.019861694,1.068278313,-0.062661812
South Korea,732,1987,12,12/16/1987,peace,0,peace,0,5,0,5,0,3627.609863,1.25242877,2.001480103,0.002432852,0.273609635,113.1190338,-0.345791578,1,0,4.488636494,0.405465096,0.964250677,2553.609863,3.662659223,1.058650212,1.420581102,0.100625224,-0.148387417,0.006480666,1.183043003,0.002751131
Ecuador,130,1988,1,1/31/1988,peace,0,peace,0,5,1,4,1,1234.669922,0.926825047,3.873282194,0.004821365,-0.30946747,84.44673157,-0.361005604,1,0,3.76120019,2.277267218,1.735169641,3664.37207,3.436507544,1.057808313,0.336939007,0.031345427,0.067592412,0.037822306,0.876174867,0.025346193
Ecuador,130,1988,1,1/31/1988,peace,0,peace,0,5,1,4,1,1234.669922,0.926825047,3.873282194,0.004821365,-0.30946747,84.44673157,-0.361005604,1,0,3.76120019,2.277267218,1.735169641,3664.37207,3.436507544,1.057808313,0.336939007,0.031345427,0.067592412,0.037822306,0.876174867,0.025346193
Finland,375,1988,1,1/31/1988,peace,0,peace,0,7,0,7,0,22122.56055,1.18733716,1.757857919,0.000422484,0.39333132,72.38071442,-0.361005604,1,0,4.356709003,3.784189701,2.43293292,14306.46191,2.4045052,1.091519683,1.546333432,0.086064309,0.028089043,0.019573672,1.087783575,-0.070561759
Paraguay,150,1988,2,2/14/1988,vio,1,vio,1,1,2,1,2,1392.420044,1.283691406,3.673765898,0.003622814,0.406368446,68.89311981,-0.361005604,0,0,6.003887177,0,1.725636344,3635.036377,3.467359202,1.044974171,0.383055329,-0.042947873,-0.004094065,0.021434512,1.228443146,0.012512051
Paraguay,150,1988,2,2/14/1988,vio,1,vio,1,1,2,1,2,1392.420044,1.283691406,3.673765898,0.003622814,0.406368446,68.89311981,-0.361005604,0,0,6.003887177,0,1.725636344,3635.036377,3.467359202,1.044974171,0.383055329,-0.042947873,-0.004094065,0.021434512,1.228443146,0.012512051
Cyprus,352,1988,2,2/14/1988,peace,0,peace,0,4,1,5,1,8204.299805,1.141353488,2.332144022,0.004177988,0.893254679,40.04956055,-0.357962787,0,0,0.693147182,0,2.380466435,14126.9873,2.402898003,1.09262653,0.580753684,0.085420944,0.017183628,-0.03459812,1.044596195,-0.069454916
Cyprus,352,1988,2,2/14/1988,peace,0,peace,0,4,1,5,1,8204.299805,1.141353488,2.332144022,0.003902929,0.893254679,40.04956055,-0.357962787,0,0,4.852030277,0,2.380466435,14126.9873,2.402898003,1.09262653,0.580753684,0.085420944,0.017183628,-0.03459812,1.044596195,-0.069454916
Cyprus,352,1988,2,2/21/1988,peace,0,peace,0,5,1,6,1,8204.299805,1.141353488,2.332144022,0.004177988,0.893254679,40.04956055,-0.357962787,0,0,0.693147182,0,2.380466435,14126.9873,2.402898003,1.09262653,0.580753684,0.085420944,0.017183628,-0.03459812,1.044596195,-0.069454916
Cyprus,352,1988,2,2/21/1988,peace,0,peace,0,5,1,6,1,8204.299805,1.141353488,2.332144022,0.003902929,0.893254679,40.04956055,-0.357962787,0,0,4.852030277,0,2.380466435,14126.9873,2.402898003,1.09262653,0.580753684,0.085420944,0.017183628,-0.03459812,1.044596195,-0.069454916
Senegal,433,1988,2,2/28/1988,vio,0,peace,0,2,1,3,0,880.7119751,0.959478498,4.293195248,0.002974145,-0.470606741,77.9254837,-0.361005604,0,0,4.465908051,0,0.082243639,854.2919312,4.535146811,1.037384194,1.030926228,0.029599555,-0.020730458,0.012013397,0.924901783,-0.028008165
