country,ccode,year,month,dates,elecViolence1,l.elecViolence1,elecViolence2,l.elecViolence2,tae1,nvio1,tae2,nvio2,pcgdp,growth,logIMR,logpredict,SPI,lnpop2,political_violence,gov_democracy,gov_interim,logtenure,dem_duration,regav_dem,regav_pcgdp,regav_IMR,regav_growth,gdpdiff,del_reggdp,del_regten,del_regdem,growthdiff,del_reggrow
Nigeria,475,2015,3,3/29/2015,vio,1,peace,0,1,12,3,4,2726.340088,0.845985353,4.239886761,0.003757991,-0.085589357,146.5989227,30.70209694,1,0,4.143134594,2.823361158,1.086591567,2275.598633,3.88773136,0.897685681,1.19807601,-0.091468319,0.030746628,0.089516126,0.942407072,-0.119854651
Nigeria,475,2015,3,3/29/2015,vio,1,peace,0,1,11,3,4,2726.340088,0.845985353,4.239886761,0.003757991,-0.085589357,146.5989227,30.70209694,1,0,4.143134594,2.823361158,1.086591567,2275.598633,3.88773136,0.897685681,1.19807601,-0.091468319,0.030746628,0.089516126,0.942407072,-0.119854651
Uzbekistan,704,2015,3,3/29/2015,peace,0,peace,0,7,4,7,4,2621.97998,1.042922497,3.523415089,0.001385994,-0.390688685,107.0634079,-0.361005604,0,0,5.710426807,0,1.825719771,8770.363281,2.849606025,0.973326457,0.298959106,0.800184369,-0.051691197,-0.017214209,1.071503282,-0.051409796
Finland,375,2015,4,4/9/2015,peace,0,peace,0,22,0,22,0,42576.48828,0.85003525,0.641853869,0.000494933,0.06775214,74.53837585,-0.361005604,1,0,2.484906673,2.777783632,3.17678374,31612.59375,1.456567204,0.857388051,1.346820474,0.067276627,0.055512965,0.039054841,0.991424203,-0.156871438
Sudan,625,2015,4,4/16/2015,vio,1,vio,1,1,3,1,2,1698.079956,1.042726398,3.862832785,0.005583765,0.069246526,111.52388,1.819998145,0,0,5.743003368,0,1.075551633,2239.363037,3.888676692,0.897962097,0.758287013,-0.116706885,0.014434521,0.072268248,1.161214232,-0.119578235
Sudan,625,2015,4,4/16/2015,vio,1,vio,1,1,3,1,2,1698.079956,1.042726398,3.862832785,0.005583765,0.069246526,111.52388,1.819998145,0,0,5.743003368,0,1.075551633,2239.363037,3.888676692,0.897962097,0.758287013,-0.116706885,0.014434521,0.072268248,1.161214232,-0.119578235
Togo,461,2015,4,4/25/2015,peace,0,peace,0,8,5,8,1,563.7589722,0.890518844,3.956996441,0.005235628,-0.397896395,79.7609024,-0.361005604,0,0,4.795790672,0,1.075551633,2239.363037,3.888676692,0.897962097,0.251749694,-0.116706885,0.014434521,0.072268248,0.991710961,-0.119578235
Benin,434,2015,4,4/26/2015,peace,0,peace,0,6,1,17,1,1076.910034,0.833676577,4.16200304,0.001642559,-0.270835641,86.11768341,-0.361005604,1,0,4.700480461,3.218875885,1.075551633,2239.363037,3.888676692,0.897962097,0.480900168,-0.116706885,0.014434521,0.072268248,0.928409517,-0.119578235
Kazakhstan,705,2015,4,4/26/2015,peace,1,peace,1,1,9,1,8,10435.16992,0.820790589,2.53369689,0.001378369,-0.057400284,95.80093384,-0.361005604,0,0,5.710426807,0,1.829589713,8770.363281,2.849606025,0.973326457,1.189821839,0.800184369,-0.04981301,-0.016296279,0.843283951,-0.051409796
United Kingdom,200,2015,5,5/7/2015,peace,0,peace,0,9,0,9,0,44494.85938,0.946621001,1.252762914,0.000385674,0.543811284,122.900589,-0.361005604,1,0,4.127134323,4.647591114,3.135197944,31602.54883,1.445854664,0.857444669,1.407951593,0.069418758,0.017152326,0.021735463,1.104002476,-0.15799433
Guyana,110,2015,5,5/11/2015,peace,0,peace,0,3,5,6,2,4168.47998,1.034791112,3.465735912,0.000825564,-0.376181409,46.4540062,-0.361005604,1,0,3.76120019,3.160540342,3.308251239,11406.83398,2.600602302,0.995509789,0.365437061,-0.035259537,0.008588544,0.003310328,1.039458513,-0.019349366
Guyana,110,2015,5,5/11/2015,peace,0,peace,0,3,5,6,2,4168.47998,1.034791112,3.465735912,0.000843892,-0.376181409,46.4540062,-0.361005604,1,0,0.693147182,3.160540342,3.308251239,11406.83398,2.600602302,0.995509789,0.365437061,-0.035259537,0.008588544,0.003310328,1.039458513,-0.019349366
Poland,290,2015,5,5/24/2015,peace,0,peace,0,17,2,17,2,12565.74023,0.87609905,1.504077435,0.000445176,-0.388259296,111.2878113,-0.361005604,1,0,4.077537537,3.29274559,3.135197944,31602.54883,1.445854664,0.857444669,0.397617936,0.069418758,0.017152326,0.021735463,1.021755815,-0.15799433
Ethiopia,530,2015,5,5/24/2015,vio,1,vio,1,1,3,1,3,702.7670288,1.14625001,3.723280907,0.005945972,0.057098819,130.1083527,-0.193071038,0,0,3.555348158,0,1.127425004,2249.102539,3.898029853,0.896577891,0.312465549,-0.065093033,0.009470363,0.074006595,1.278472304,-0.122392856
Suriname,115,2015,5,5/25/2015,peace,0,peace,0,8,0,8,0,8439.169922,0.899794161,2.944438934,0.000870827,-0.020497267,43.14097214,-0.361005604,1,0,4.077537537,3.205452919,3.308251239,11406.83398,2.600602302,0.995509789,0.739834547,-0.035259537,0.008588544,0.003310328,0.903852642,-0.019349366
Turkey,640,2015,6,6/7/2015,vio,1,vio,1,1,8,1,6,10914.88965,0.907896101,2.45100522,0.001416017,1.166944257,127.1426468,-0.237269536,1,0,5.003946304,3.483800888,0.691604433,14790.19727,2.49352384,0.873067671,0.737981319,-0.949087083,0.046361912,0.111450613,1.039891958,-0.113038622
Mexico,70,2015,6,6/7/2015,vio,0,peace,0,2,2,15,0,9673.639648,0.880944252,2.42480278,0.000892735,0.668981675,137.0020905,-0.024822369,1,0,3.465735912,2.767366886,3.314262537,11613.64453,2.580710733,0.994606614,0.832954705,0.002083468,0.042048484,0.028357055,0.885721266,-0.021192806
Denmark,390,2015,6,6/18/2015,peace,0,peace,0,15,0,15,0,53478.5,0.852525532,1.064710736,0.001070794,2.686624348,75.10792542,-0.361005604,1,0,0.693147182,4.748548985,3.180015635,31232.02344,1.477106749,0.856627401,1.712296963,0.053001177,0.077936195,0.069436096,0.995211601,-0.152450934
Denmark,390,2015,6,6/18/2015,peace,0,peace,0,15,0,15,0,53478.5,0.852525532,1.064710736,0.001062815,2.686624348,75.10792542,-0.361005604,1,0,3.828641415,4.748548985,3.180015635,31232.02344,1.477106749,0.856627401,1.712296963,0.053001177,0.077936195,0.069436096,0.995211601,-0.152450934
Burundi,516,2015,6,6/29/2015,vio,1,vio,1,1,2,1,2,294.4960022,0.994294107,3.990834236,0.009251553,-0.102692554,85.46351624,-0.206058711,1,0,4.787491798,2.382627726,1.085843366,2239.363037,3.888676692,0.897962097,0.131508827,-0.105327278,0.059150781,0.087631419,1.107278466,-0.119070105
Burundi,516,2015,7,7/21/2015,vio,1,vio,1,1,3,1,3,294.4960022,0.994294107,3.990834236,0.006420299,-0.16177521,85.46351624,-0.206058711,1,0,4.795790672,2.390290737,1.090823888,2239.363037,3.888676692,0.897962097,0.131508827,-0.116706885,0.042954553,0.06875506,1.107278466,-0.119578235
Sri Lanka,780,2015,8,8/17/2015,vio,1,vio,1,1,13,1,5,3842.25,1.00624609,2.128231764,0.000577195,1.126396107,99.15276337,-0.351877183,1,0,2.197224617,3.079613686,1.84420368,8770.363281,2.849606025,0.973326457,0.438094735,0.800184369,0.010034589,0.046735447,1.033821821,-0.051409796
Guatemala,90,2015,9,9/6/2015,peace,1,peace,0,1,16,11,3,3923.559814,1.063944101,3.190476418,0.000843975,-0.420111703,94.18417358,-0.361005604,1,0,3.828641415,3.036554337,3.328851066,11591.12012,2.607075688,0.994789522,0.338497043,-0.017258907,0.030863971,0.038219143,1.069516778,-0.020371679
Guatemala,90,2015,9,9/6/2015,peace,1,peace,0,1,16,11,3,3923.559814,1.063944101,3.190476418,0.000783068,-0.420111703,94.18417358,-0.361005604,1,0,0.693147182,3.036554337,3.328851066,11591.12012,2.607075688,0.994789522,0.338497043,-0.017258907,0.030863971,0.038219143,1.069516778,-0.020371679
Trinidad and Tobago,52,2015,9,9/7/2015,peace,0,peace,0,11,0,11,0,18470.33984,0.910472214,2.901421547,0.000721309,-0.196320982,53.53254318,-0.361005604,1,0,4.189654827,3.992065668,3.328851066,11591.12012,2.607075688,0.994789522,1.593490481,-0.017258907,0.030863971,0.038219143,0.915241063,-0.020371679
Trinidad and Tobago,52,2015,9,9/7/2015,peace,0,peace,0,11,0,11,0,18470.33984,0.910472214,2.901421547,0.000715619,-0.196320982,53.53254318,-0.361005604,1,0,0.693147182,3.992065668,3.328851066,11591.12012,2.607075688,0.994789522,1.593490481,-0.017258907,0.030863971,0.038219143,0.915241063,-0.020371679
Singapore,830,2015,9,9/11/2015,peace,0,peace,0,4,2,4,2,55645.60938,0.96666038,0.74193728,0.000395299,0.336235025,74.73110199,-0.361005604,0,0,4.905274868,0,1.922919951,9741.415039,2.804083747,0.969737327,5.71227169,0.89471519,0.135508627,0.171208113,0.996827006,-0.054069731
Greece,350,2015,9,9/20/2015,peace,1,peace,0,1,2,13,1,18114.7207,0.833746552,1.280933857,0.000485351,1.277358865,86.60025024,-0.361005604,1,0,0.693147182,3.741630077,3.165267521,31103.32813,1.458886241,0.857067306,0.582404554,0.044352446,0.044932477,0.041049816,0.972790062,-0.158676252
Greece,350,2015,9,9/20/2015,peace,1,peace,0,1,2,13,1,18114.7207,0.833746552,1.280933857,0.00045954,1.277358865,86.60025024,-0.361005604,1,0,1.098612309,3.741630077,3.165267521,31103.32813,1.458886241,0.857067306,0.582404554,0.044352446,0.044932477,0.041049816,0.972790062,-0.158676252
Portugal,235,2015,10,10/4/2015,peace,0,peace,0,21,0,21,0,19252.00977,0.870764434,1.098612309,0.000409145,-0.554506937,85.73683167,-0.361005604,1,0,4.762174129,3.695110083,3.192090962,31023.82813,1.479185631,0.856514169,0.62055558,-0.043333769,-0.013259981,-0.030730724,1.016637564,-0.157868549
Kyrgyz Republic,703,2014,10,10/4/2015,peace,0,peace,0,2,10,2,10,1292.619995,0.997984946,3.000719786,0.000875972,-2.274540881,75.45420074,-0.361005604,0,0,3.583518982,0,1.836206213,9305.223633,2.894033037,1.022645003,0.138913378,-0.794001937,-0.075216331,0.008211115,0.975885987,-0.011497834
Belarus,370,2015,10,10/11/2015,peace,1,peace,1,1,8,1,8,5941.240234,0.714433968,1.223775506,0.000751461,-1.676368599,84.12973022,-0.361005604,0,0,5.54907608,0,3.192090962,31023.82813,1.479185631,0.856514169,0.191505715,-0.043333769,-0.013259981,-0.030730724,0.834118068,-0.157868549
Guinea,438,2015,10,10/11/2015,vio,1,vio,1,1,9,1,7,712.0469971,0.975676835,4.110873699,0.006563352,-0.525684938,88.97554779,-0.361005604,1,0,4.094344616,1.763588548,1.054769771,2239.363037,3.888676692,0.897962097,0.317968547,-0.122576483,0.020808732,0.005374505,1.086545706,-0.117890552
Switzerland,225,2015,10,10/18/2015,peace,0,peace,0,11,0,11,0,82511.33594,0.946667075,1.223775506,0.000317522,-1.111538162,81.61252594,-0.361005604,1,0,2.397895336,5.124459743,3.192090962,31023.82813,1.479185631,0.856514169,2.659611702,-0.043333769,-0.013259981,-0.030730724,1.105255604,-0.157868549
Canada,20,2015,10,10/19/2015,peace,0,peace,0,12,0,12,0,43626.42969,0.855073273,1.458615065,0.000663628,-0.056984383,109.9633789,-0.339705974,1,0,4.770684719,4.44068861,3.324628409,11613.64453,2.580710733,0.994606614,3.756480455,-0.013074264,0.035408132,0.031301823,0.859710038,-0.020554587
Argentina,160,2015,10,10/25/2015,peace,0,peace,0,15,2,17,0,14895.32031,1.12767899,2.406945229,0.000573654,0.556417054,113.9635925,-0.361005604,1,0,4.564348221,3.496507645,3.324628409,11613.64453,2.580710733,0.994606614,1.28257072,-0.013074264,0.035408132,0.031301823,1.13379395,-0.020554587
Poland,290,2015,10,10/25/2015,peace,0,peace,0,18,2,18,2,12565.74023,0.87609905,1.504077435,0.000536154,-1.456289948,111.2878113,-0.361005604,1,0,1.386294365,3.308106899,3.192090962,31023.82813,1.479185631,0.856514169,0.405035138,-0.043333769,-0.013259981,-0.030730724,1.022865772,-0.157868549
Haiti,41,2015,10,10/25/2015,vio,1,peace,0,1,7,8,3,814.4559937,0.981233299,3.955082417,0.003610173,-1.607877081,86.35010529,-0.361005604,1,0,4.007333279,2.343407154,3.324628409,11613.64453,2.580710733,0.994606614,0.070129231,-0.013074264,0.035408132,0.031301823,0.986554146,-0.020554587
Cote d'Ivoire,437,2015,10,10/25/2015,peace,1,peace,0,1,7,4,4,1426.458008,0.914755821,4.19870472,0.004315056,-0.720680743,99.99720001,-0.348834395,1,0,4.025351524,1.704748034,1.054769771,2239.363037,3.888676692,0.897962097,0.636992753,-0.122576483,0.020808732,0.005374505,1.01870203,-0.117890552
Tanzania,510,2015,10,10/25/2015,peace,0,peace,0,10,0,10,0,947.8969727,0.919627607,3.561046124,0.003563179,-0.270394222,117.1254578,-0.348834395,0,0,4.787491798,0,1.054769771,2239.363037,3.888676692,0.897962097,0.423288643,-0.122576483,0.020808732,0.005374505,1.024127364,-0.117890552
Tanzania,510,2015,10,10/25/2015,peace,0,peace,0,10,0,10,0,947.8969727,0.919627607,3.561046124,0.003563179,-0.270394222,117.1254578,-0.348834395,0,0,4.787491798,0,1.054769771,2239.363037,3.888676692,0.897962097,0.423288643,-0.122576483,0.020808732,0.005374505,1.024127364,-0.117890552
Oman,698,2015,10,10/25/2015,peace,0,peace,0,4,0,4,0,18243.80859,0.836329162,2.292534828,0.000659069,0.943453699,68.46944427,-0.361005604,0,0,6.300786018,0,0.718144405,14790.19727,2.49352384,0.873067671,1.233506799,-1.00444293,-0.12901479,0.082155317,0.957920194,-0.10988088
Guatemala,90,2015,10,10/25/2015,peace,0,peace,0,2,16,12,3,3923.559814,1.063944101,3.190476418,0.000766385,-0.508947017,94.18417358,-0.361005604,1,0,1.098612309,3.040546179,3.324628409,11613.64453,2.580710733,0.994606614,0.337840527,-0.013074264,0.035408132,0.031301823,1.069713473,-0.020554587
Azerbaijan,373,2015,11,11/1/2015,vio,1,vio,1,1,7,1,6,5300.140137,0.667593718,3.328626633,0.000734921,0.554256271,84.34207153,-0.2190395,0,0,4.990432739,0,3.156657863,31373.92383,1.462969287,0.857602391,0.168934569,0.088251263,0.055358604,0.08718846,0.778442025,-0.158428326
Turkey,640,2015,11,11/1/2015,vio,1,vio,1,1,9,1,7,10914.88965,0.907896101,2.45100522,0.001844634,0.590576421,127.1426468,-0.237269536,1,0,5.036952496,3.496507645,0.724202982,14790.19727,2.49352384,0.873067671,0.737981319,-1.00444293,-0.126914516,0.082791112,1.039891958,-0.10988088
Croatia,344,2015,11,11/8/2015,peace,0,peace,0,11,4,16,0,11779.00977,0.865416467,1.280933857,0.000548455,0.337015745,70.18608093,-0.361005604,1,0,3.891820192,2.77258873,3.156657863,31373.92383,1.462969287,0.857602391,0.375439495,0.088251263,0.055358604,0.08718846,1.009111524,-0.158428326
Myanmar (Burma),775,2015,11,11/8/2015,peace,1,peace,1,1,2,1,2,1219.47998,0.991020143,3.676300764,0.003618179,-0.491793949,117.914032,-0.125011519,0,0,4.060442924,0,1.854423101,8770.363281,2.849606025,0.973326457,0.139045551,0.800184369,0.078040637,0.04523788,1.018178582,-0.051409796
Argentina,160,2015,11,11/22/2015,peace,0,peace,0,16,2,17,0,14895.32031,1.12767899,2.406945229,0.000551036,0.59449999,113.9635925,-0.361005604,1,0,4.574710846,3.499029636,3.365274412,12502.88867,2.542372643,0.989839246,1.191350341,0.043836899,0.066091448,0.069263451,1.139254689,-0.025321955
Burkina Faso,439,2015,11,11/29/2015,peace,0,peace,0,10,1,10,1,575.6040039,0.816478074,4.109233379,0.039507579,0.597898621,96.2802124,-0.361005604,0,1,2.639057398,0,1.033933589,2213.533691,3.880855633,0.898479287,0.260038525,-0.108213924,0.149689376,0.009005461,0.908733308,-0.118827783
Burkina Faso,439,2015,11,11/29/2015,peace,0,peace,0,11,1,11,1,575.6040039,0.816478074,4.109233379,0.039507579,0.597898621,96.2802124,-0.361005604,0,1,2.639057398,0,1.033933589,2213.533691,3.880855633,0.898479287,0.260038525,-0.108213924,0.149689376,0.009005461,0.908733308,-0.118827783
Egypt,651,2015,12,12/2/2015,vio,1,vio,1,1,15,1,11,3731.179932,1.058664918,3.010620832,0.004499574,-0.025055412,129.9147644,0.865727961,1,0,2.995732307,0.949080527,0.730066236,14790.19727,2.49352384,0.873067671,0.252273858,-1.00444293,-0.124891758,0.083454899,1.212580562,-0.10988088
Venezuela,101,2015,12,12/6/2015,vio,1,vio,1,1,2,1,1,10568.09961,1.374967337,2.557227373,0.000572892,-1.161943583,106.7942505,-0.357962787,0,0,3.555348158,0,3.335727428,11704.80176,2.574670469,0.999232343,0.902885854,0.007472425,0.033706062,0.037042346,1.37602365,-0.015928857
Spain,230,2015,12,12/20/2015,peace,0,peace,0,2,3,11,0,25849.68945,0.870749235,1.252762914,0.000574881,-1.312418552,115.5278091,-0.361005604,1,0,3.912023067,3.699242353,3.158950929,31373.92383,1.462969287,0.857602391,0.823922753,0.086882897,0.073744133,0.046972774,1.015329719,-0.159328327
Portugal,235,2016,1,1/24/2016,peace,0,peace,0,22,0,22,0,19986.35938,1.038144112,1.098612309,0.00036526,-0.368659799,85.68032837,-0.361005604,1,0,4.787491798,3.701302052,3.15724527,27690.38281,1.452296029,1.015295922,0.721779823,-0.255975872,-0.000868313,0.010769079,1.022503972,0.158228621
Central African Republic,482,2016,2,2/14/2016,peace,1,peace,1,2,8,1,6,373.3000183,1.055095077,4.48074007,0.014536008,0.15889867,72.65485382,0.304025441,0,1,3.295836926,0,1.075332113,2168.047119,3.83096825,0.973383229,0.17218262,-0.033414431,0.044919573,0.010561969,1.083946228,0.075421132
Uganda,500,2016,2,2/18/2016,vio,1,vio,1,1,7,1,5,676.947998,1.04645896,3.605497837,0.00448722,0.671113076,110.4746552,-0.216178417,0,0,5.894402981,0,1.075332113,2168.047119,3.83096825,0.973383229,0.312238604,-0.033414431,0.044919573,0.010561969,1.075073957,0.075421132
Uganda,500,2016,2,2/18/2016,vio,1,vio,1,1,7,1,5,676.947998,1.04645896,3.605497837,0.00448722,0.671113076,110.4746552,-0.216178417,0,0,5.894402981,0,1.075332113,2168.047119,3.83096825,0.973383229,0.312238604,-0.033414431,0.044919573,0.010561969,1.075073957,0.075421132
Niger,436,2016,2,2/21/2016,vio,0,peace,0,3,4,3,3,366.0580139,1.009211063,3.921973228,0.006022471,0.39577981,98.98516846,1.906033278,1,0,4.094344616,1.763588548,1.075332113,2168.047119,3.83096825,0.973383229,0.168842271,-0.033414431,0.044919573,0.010561969,1.036807537,0.075421132
Jamaica,51,2016,2,2/25/2016,peace,0,peace,0,2,4,5,2,4986.450195,0.991525292,2.580216885,0.000714225,-1.186686682,63.96294022,-0.361005604,1,0,3.931825638,3.99972868,3.20800714,10863.8916,2.640048872,0.977182704,0.458992988,-0.175858274,-0.1038462,-0.098851062,1.014677525,-0.017753694
Ireland,205,2016,2,2/26/2016,peace,0,peace,0,13,1,15,0,62938.21875,1.018565655,1.163150787,0.000327148,1.988447824,72.25444031,-0.361005604,1,0,4.110873699,4.55475378,3.165853658,28703.82227,1.411244071,1.013533982,2.192677259,-0.158327401,0.034717042,0.02822726,1.004964471,0.15682067
Iran,630,2016,2,2/26/2016,peace,1,peace,1,1,11,1,8,5026.649902,1.064183593,2.587764025,0.000528914,-0.007796947,127.6292572,-0.243557528,0,0,3.465735912,0,0.740685401,14259.92188,2.469730017,0.980944791,0.352501929,0.882793248,0.1295463,0.115757443,1.084855795,0.110156842
Slovakia,317,2016,3,3/5/2016,peace,0,peace,0,13,0,13,0,16564.76953,1.022657394,1.589235187,0.000602212,-1.163299246,74.39646149,-0.361005604,1,0,3.891820192,3.188416719,3.116202147,28344.20508,1.409918966,1.01435779,0.584414661,-0.212610275,0.02222921,-0.021759886,1.008182168,0.156755403
Cape Verde,402,2016,3,3/20/2016,peace,0,peace,0,4,0,4,0,3130.963379,1.028902054,2.879198313,0.001201886,-0.015392322,45.52495193,-0.361005604,1,0,5.209486008,3.25488615,1.060632756,2132.1521,3.843215883,0.974923426,1.468452215,-0.079536609,-0.023559144,-0.025958812,1.055366993,0.077237748
Benin,434,2016,3,3/20/2016,peace,0,peace,0,7,1,18,1,1086.969971,1.009341478,4.146304131,0.004193982,-1.031965875,86.623909,-0.361005604,1,0,4.795790672,3.25488615,1.060632756,2132.1521,3.843215883,0.974923426,0.50979948,-0.079536609,-0.023559144,-0.025958812,1.035303354,0.077237748
Niger,436,2016,3,3/20/2016,peace,1,peace,0,1,5,4,3,366.0580139,1.009211063,3.921973228,0.006819258,0.283378569,98.98516846,1.906033278,1,0,4.110873699,1.777773261,1.060632756,2132.1521,3.843215883,0.974923426,0.171684757,-0.079536609,-0.023559144,-0.025958812,1.035169601,0.077237748
Kazakhstan,705,2016,3,3/20/2016,peace,0,peace,0,2,9,2,8,7662.010254,0.734248698,2.282382488,0.002211923,1.183945186,96.07176208,-0.361005604,0,0,5.746203423,0,1.836792213,8292.5625,2.826983756,1.006169282,0.923961699,-1.015321136,0.034964409,0.011072442,0.729746699,0.032842826
Laos,812,2016,3,3/20/2016,peace,0,peace,0,7,0,7,0,2308.802734,1.081556201,3.698829889,0.000863333,-0.284501815,78.45103455,-0.361005604,0,0,4.779123306,0,1.836792213,8292.5625,2.826983756,1.006169282,0.278418481,-1.015321136,0.034964409,0.011072442,1.074924707,0.032842826
Central African Republic,482,2016,3,3/31/2016,peace,0,peace,0,3,8,2,6,373.3000183,1.055095077,4.48074007,0.009368988,0.262589729,72.65485382,0.304025441,0,1,3.33220458,0,1.060632756,2132.1521,3.843215883,0.974923426,0.175081328,-0.079536609,-0.023559144,-0.025958812,1.082233787,0.077237748
Central African Republic,482,2016,3,3/31/2016,peace,0,peace,0,3,8,2,6,373.3000183,1.055095077,4.48074007,0.005774205,0.262589729,72.65485382,0.304025441,1,0,0.693147182,0,1.060632756,2132.1521,3.843215883,0.974923426,0.175081328,-0.079536609,-0.023559144,-0.025958812,1.082233787,0.077237748
Central African Republic,482,2016,3,3/31/2016,peace,0,peace,0,3,8,2,6,373.3000183,1.055095077,4.48074007,0.009368988,0.262589729,72.65485382,0.304025441,0,1,3.33220458,0,1.060632756,2132.1521,3.843215883,0.974923426,0.175081328,-0.079536609,-0.023559144,-0.025958812,1.082233787,0.077237748
Central African Republic,482,2016,3,3/31/2016,peace,0,peace,0,3,8,2,6,373.3000183,1.055095077,4.48074007,0.005774205,0.262589729,72.65485382,0.304025441,1,0,0.693147182,0,1.060632756,2132.1521,3.843215883,0.974923426,0.175081328,-0.079536609,-0.023559144,-0.025958812,1.082233787,0.077237748
Djibouti,522,2016,4,4/8/2016,peace,1,peace,1,1,5,1,5,2638,1.041617274,3.962716103,0.001602985,-0.06496333,49.52061844,-0.361005604,0,0,5.323009968,0,1.163835792,2165.730225,3.823383761,0.974925981,1.218064904,-0.019255672,0.036064971,0.088284157,1.068406463,0.076963887
Chad,483,2016,4,4/10/2016,vio,0,vio,0,11,0,11,0,860.5099487,0.908787489,4.314817905,0.00817764,0.321469973,88.22211456,0.783098578,0,0,5.723585129,0,1.163835792,2165.730225,3.823383761,0.974925981,0.397330165,-0.019255672,0.036064971,0.088284157,0.932160497,0.076963887
Comoros,581,2016,4,4/10/2016,peace,0,peace,0,2,8,2,8,1274.439941,1.011596799,3.996364117,0.001465334,0.370532226,47.02651596,-0.361005604,1,0,4.110873699,2.390290737,1.163835792,2165.730225,3.823383761,0.974925981,0.588457406,-0.019255672,0.036064971,0.088284157,1.037613988,0.076963887
Serbia (Yugoslavia),345,2016,4,4/24/2016,peace,0,peace,0,21,2,21,2,5756.380371,1.030663729,1.648658633,0.000698993,-0.136451245,78.89451599,-0.361005604,1,0,3.258096457,2.803360462,3.220069316,29974.58008,1.388684692,1.015683963,0.192042068,-0.174809337,0.041596726,0.043285575,1.014748454,0.158295915
Equatorial Guinea,411,2016,4,4/24/2016,vio,1,vio,1,1,11,1,11,9196.290039,0.820111036,4.192680359,0.005866425,0.633400849,52.12395477,-0.361005604,0,0,6.091310024,0,1.163835792,2165.730225,3.823383761,0.974925981,4.246276855,-0.019255672,0.036064971,0.088284157,0.841203392,0.076963887
Iran,630,2016,4,4/29/2016,peace,0,peace,0,2,11,2,8,5026.649902,1.064183593,2.587764025,0.000569466,0.161563565,127.6292572,-0.243557528,0,0,3.526360512,0,0.751237078,14259.92188,2.469730017,0.980944791,0.352501929,0.833382308,0.131577492,0.074613266,1.084855795,0.10787712
Philippines,840,2016,5,5/9/2016,vio,1,peace,0,1,11,2,7,2953.290039,1.024462581,3.152735949,0.000865239,-0.606422016,133.3149872,1.258886814,1,0,4.290459633,3.442019463,1.873336239,8651.359375,2.790974143,1.007243598,0.341367155,-0.835837543,0.063180961,0.014437441,1.017095208,0.033684108
Philippines,840,2016,5,5/9/2016,vio,1,peace,0,1,11,2,7,2953.290039,1.024462581,3.152735949,0.000865239,-0.606422016,133.3149872,1.258886814,1,0,4.290459633,3.442019463,1.873336239,8651.359375,2.790974143,1.007243598,0.341367155,-0.835837543,0.063180961,0.014437441,1.017095208,0.033684108
Syria,652,2016,5,5/13/2016,peace,1,peace,1,1,3,1,2,2827.732666,1.052661419,2.646174908,0.002654505,-0.875155524,97.80301666,16.88519287,0,0,5.262690067,0,0.756300998,14259.92188,2.469730017,0.980944791,0.198299304,0.833382308,0.127050862,0.072020143,1.073109746,0.10787712
South Korea,732,2016,5,5/13/2016,peace,0,peace,0,9,2,10,1,29296.04883,1.01962328,1.064710736,0.000506886,-0.683778089,117.6502533,-0.361005604,1,0,3.713572025,3.398415804,1.873336239,8651.359375,2.790974143,1.007243598,3.386294365,-0.835837543,0.063180961,0.014437441,1.012290597,0.033684108
Dominican Republic,42,2016,5,5/15/2016,peace,0,peace,0,2,8,2,3,7521.269531,1.053471446,3.234749079,0.000791509,-0.476021338,85.23175049,-0.361005604,1,0,3.850147486,3.663561583,3.267101769,11442.67383,2.55770253,0.981853288,0.657299995,-0.00795127,-0.025588524,-0.041149471,1.07294178,-0.013656502
Dominican Republic,42,2016,5,5/15/2016,peace,0,peace,0,2,8,2,3,7521.269531,1.053471446,3.234749079,0.000791509,-0.476021338,85.23175049,-0.361005604,1,0,3.850147486,3.663561583,3.267101769,11442.67383,2.55770253,0.981853288,0.657299995,-0.00795127,-0.025588524,-0.041149471,1.07294178,-0.013656502
Cyprus,352,2016,5,5/22/2016,peace,0,peace,0,19,1,20,1,24119.7207,1.037487626,0.74193728,0.000218481,-1.219123123,47.62106323,-0.361005604,0,0,3.713572025,0,3.211038086,29652.52344,1.398741799,1.013367382,0.81341207,-0.168374047,0.07024724,0.075840145,1.023802042,0.155922711
Peru,135,2016,6,6/5/2016,vio,0,peace,0,5,5,12,1,6173.22998,1.005177975,2.484906673,0.000874028,-0.959765188,107.3707352,-0.340927243,1,0,4.110873699,2.767366886,3.268089823,11469.15723,2.556275246,0.982227531,0.538246155,-0.023123624,-0.028366983,-0.046172716,1.023365736,-0.012379084
Peru,135,2016,6,6/5/2016,vio,0,peace,0,5,5,12,1,6173.22998,1.005177975,2.484906673,0.000874028,-0.959765188,107.3707352,-0.340927243,1,0,4.110873699,2.767366886,3.268089823,11469.15723,2.556275246,0.982227531,0.538246155,-0.023123624,-0.028366983,-0.046172716,1.023365736,-0.012379084
Spain,230,2016,6,6/26/2016,peace,0,peace,0,3,3,12,0,26681.57031,1.032181501,0.993251801,0.001448045,-0.26390501,115.522728,-0.361005604,1,0,4.025351524,3.711537361,3.172521341,29008.6582,1.412192608,1.013117146,0.919779539,-0.182375625,0.018682143,-0.007494295,1.018817544,0.156489745
